,Username,Note,Hotel_Name
7182,JapanPhotoGuide,5.0,"ANA Crowne Plaza Okayama, Okayama, Japon"
7183,JapanPhotoGuide,4.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
7184,JapanPhotoGuide,5.0,"Hotel Trusty Kanazawa Korinbou, Kanazawa, Japon"
7185,JapanPhotoGuide,5.0,"Andaz Tokyo Toranomon Hills, Toranomon, Japon"
7186,JapanPhotoGuide,4.0,"The Strings by InterContinental Tokyo, Minato, Japon"
7187,JapanPhotoGuide,3.0,"Musashi, Shirahama-cho, Japon"
7188,JapanPhotoGuide,4.0,"Hotel & Resorts WAKAYAMA-KUSHIMOTO, Kushimoto-cho, Japon"
7189,JapanPhotoGuide,4.0,"Hotel MyStays Kyoto Shijo, Kyoto, Japon"
7190,JapanPhotoGuide,4.0,"Kitakobushi Shiretoko Hotel & Resort, Shari-cho, Japon"
7191,JapanPhotoGuide,3.0,"Sounkyo Choyotei, Kamikawa-cho, Japon"
7192,JapanPhotoGuide,4.0,"Yumiharinooka Hotel, Sasebo, Japon"
7193,JapanPhotoGuide,4.0,"Hotel & Resorts SAGA-KARATSU, Karatsu, Japon"
7194,JapanPhotoGuide,4.0,"Hotel JAL City Haneda Tokyo, Ota, Japon"
7195,JapanPhotoGuide,4.0,"Shibuya Excel Hotel Tokyu, Shibuya, Japon"
7196,JapanPhotoGuide,4.0,"Shibuya Tokyu REI Hotel, Shibuya, Japon"
7197,JapanPhotoGuide,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
7198,JapanPhotoGuide,5.0,"Andaz Tokyo Toranomon Hills, Toranomon, Japon"
7199,JapanPhotoGuide,5.0,"Kaze no Terrace Kukuna, Fujikawaguchiko-machi, Japon"
7200,JapanPhotoGuide,5.0,"Miyajima Grand Hotel Arimoto, Hatsukaichi, Japon"
7201,JapanPhotoGuide,4.0,"Hotel Nikko Himeji, Himeji, Japon"
7202,JapanPhotoGuide,5.0,"The Royal Park Hotel Kyoto Sanjo, Kyoto, Japon"
7203,JapanPhotoGuide,4.0,"Karatsu Seaside Hotel, Karatsu, Japon"
7316,Shibuyakko,5.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
7317,Shibuyakko,3.0,"THE BLOSSOM HIBIYA, Shimbashi, Japon"
7341,robertnZ7491RY,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
7365,ElanSingapore,5.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
7374,Always5Star,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
7391,MsWendyG,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
7393,MsWendyG,4.0,"Citadines Karasuma-Gojo Kyoto, Kyoto, Japon"
7394,MsWendyG,3.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
7395,MsWendyG,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
7401,MsWendyG,5.0,"Park Hotel Tokyo, Minato, Japon"
7432,Nicolas_from_Paris,5.0,"ANA InterContinental Tokyo, Akasaka, Japon"
7471,Wellpastit,4.0,"InterContinental Tokyo Bay, Minato, Japon"
7490,Kallang,4.0,"Sheraton Hokkaido Kiroro Resort, Akaigawa-mura, Japon"
7510,butterfly63,3.0,"Sheraton Grande Tokyo Bay Hotel, Maihama, Japon"
7513,Franco8375,4.0,"Lotte Arai Resort, Myoko, Japon"
7514,Franco8375,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
7531,valgalchi,3.0,"Natural Hot spring Konpeki no Yu Dormy Inn Kochi, Kochi, Japon"
7543,BrianTaylor9,4.0,"Active Life Madarao, Iiyama, Japon"
7544,BrianTaylor9,4.0,"Chill Madarao, Myoko, Japon"
7570,lazynesspersonified,5.0,"Dormy Inn Premium Namba, Chuo, Japon"
7571,lazynesspersonified,4.0,"Daiwa Roynet Hotel Hiroshima, Hiroshima, Japon"
7572,lazynesspersonified,5.0,"Matsubaya Ryokan, Kyoto, Japon"
7573,lazynesspersonified,5.0,"RIHGA Royal Hotel Kyoto, Kyoto, Japon"
7574,lazynesspersonified,4.0,"Yamatoya Honten, Chuo, Japon"
7584,pigletthepug,4.0,"Kichijoji Daiichi Hotel, Musashino, Japon"
7585,pigletthepug,5.0,"Hotel Metropolitan Yamagata, Yamagata, Japon"
7586,pigletthepug,5.0,"Kajikaso, Yonezawa, Japon"
7587,pigletthepug,4.0,"Nyuto Onsenkyo Taenoyu, Semboku, Japon"
7588,pigletthepug,5.0,"Tsurunoyu Onsen, Semboku, Japon"
7589,pigletthepug,3.0,"Appi Hills Shirakaba no Mori, Hachimantai, Japon"
7613,sinbarambam,4.0,"Dai-ichi Hotel Tokyo, Shimbashi, Japon"
7614,sinbarambam,5.0,"The Ritz-Carlton, Kyoto, Kyoto, Japon"
7615,sinbarambam,5.0,"Amanemu, Shima, Japon"
7616,sinbarambam,5.0,"Aman Tokyo, Otemachi, Japon"
7617,sinbarambam,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
7628,Tadaaam,3.0,"Hotel JAL City Nagoya Nishiki, Naka, Japon"
7629,Tadaaam,5.0,"Mitsui Garden Hotel Kanazawa, Kanazawa, Japon"
7630,Tadaaam,3.0,"Toyama Daiichi Hotel, Toyama, Japon"
7646,Siwa08,5.0,"Yufuinsanso Waremoko, Yufu, Japon"
7647,Siwa08,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
7648,Siwa08,5.0,"Cross Hotel Kyoto, Kyoto, Japon"
7649,Siwa08,5.0,"Oriental Hotel, Kobé, Japon"
7670,bimdonesia,4.0,"Hotel Monterey Ginza, Ginza, Japon"
7671,bimdonesia,4.0,"Dormy Inn Kumamoto, Kumamoto, Japon"
7674,bimdonesia,4.0,"Four Points by Sheraton Hakodate, Hakodaté, Japon"
7675,bimdonesia,5.0,"Dormy Inn PREMIUM Sapporo, Sapporo, Japon"
7676,bimdonesia,3.0,"APA Hotel Keisei Narita Ekimae, Narita, Japon"
7749,987AndrewR,3.0,"ibis Styles Osaka Namba, Chuo, Japon"
7795,FlyguyAustin,3.0,"Hearton Hotel Nishi Umeda, Osaka, Japon"
7852,AndDeee,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
7877,FengXueSG,4.0,"Hilton Osaka, Osaka, Japon"
7879,FengXueSG,5.0,"Hotel Nikko Niigata, Niigata, Japon"
7884,desinerg,5.0,"Hyatt Centric Ginza Tokyo, Ginza, Japon"
7929,ETbrisvegas,4.0,"Shinagawa Prince Hotel, Takanawa, Japon"
7930,ETbrisvegas,5.0,"Ibis Styles Kyoto Station, Kyoto, Japon"
7951,Brian72,4.0,"Hilton Tokyo Bay, Maihama, Japon"
7953,Brian72,4.0,"Beach Village Nosoko, Ishigaki, Japon"
7998,Maochi88,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
7999,Maochi88,5.0,"The Prince Park Tower Tokyo, Shibakoen, Japon"
8006,Maochi88,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
8014,Ozi1_10,4.0,"Chatrium Niseko Japan, Kutchan-cho, Japon"
8019,Ozi1_10,4.0,"RIHGA Royal Hotel Hiroshima, Hiroshima, Japon"
8020,Ozi1_10,4.0,"Ekoin Temple, Koyasan, Koya-cho, Japon"
8021,Ozi1_10,4.0,"Hotel Nikko Princess Kyoto, Kyoto, Japon"
8057,neimanmarxist,5.0,"The St. Regis Osaka, Chuo, Japon"
8064,neimanmarxist,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
8117,CaseyandSue,4.0,"Shinjuku Prince Hotel, Kabukicho, Japon"
8118,CaseyandSue,5.0,"Hotel Granvia Hiroshima, Hiroshima, Japon"
8119,CaseyandSue,5.0,"HOTEL MYSTAYS Sapporo Aspen, Sapporo, Japon"
8120,CaseyandSue,5.0,"Kushiro Century Castle Hotel, Kushiro, Japon"
8121,CaseyandSue,5.0,"Hotel Nikko Kansai Airport, Izumisano, Japon"
8124,MBTravelMommy,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
8197,kkets,5.0,"Fujiya Hotel, Hakone-machi, Japon"
8198,kkets,5.0,"Sheraton Grand Hiroshima Hotel, Hiroshima, Japon"
8199,kkets,4.0,"Remm Shin Osaka, Osaka, Japon"
8212,hapahaolegirl,4.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
8215,Etonian8,5.0,"Club Med Sahoro - Hokkaido, Shintoku-cho, Japon"
8216,Etonian8,4.0,"Sapporo View Hotel Odori Koen, Sapporo, Japon"
8228,Morpheus20,5.0,"Hakuba Resort Hotel La Neige Higashikan, Hakuba-mura, Japon"
8267,gn95,4.0,"Shinjuku Granbell Hotel, Kabukicho, Japon"
8290,jaomd,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
8299,Pooky_TH,5.0,"Oka no Yado Shiki, Biei-cho, Japon"
8300,Pooky_TH,4.0,"La Jolie Motomachi by WBF, Hakodaté, Japon"
8301,Pooky_TH,3.0,"Richmond Hotel Sapporo Ekimae, Sapporo, Japon"
8302,Pooky_TH,5.0,"Hotel Monterey Sapporo, Sapporo, Japon"
8319,Gfehren,4.0,"ANA InterContinental Tokyo, Akasaka, Japon"
8320,Gfehren,4.0,"Hotel Terrace The Garden Mito, Mito, Japon"
8321,Gfehren,4.0,"Hotel Associa Toyohashi, Toyohashi, Japon"
8343,Fredlm75020,5.0,"Cross Hotel Kyoto, Kyoto, Japon"
8344,Fredlm75020,4.0,"Keio Plaza Hotel Tokyo, Nishishinjuku, Japon"
8379,XiafeiC,5.0,"Swissotel Nankai Osaka, Namba, Japon"
8405,TheSmartraveler,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
8406,TheSmartraveler,1.0,"Toba Hotel International, Toba, Japon"
8407,TheSmartraveler,4.0,"Hyatt Regency Osaka, Osaka, Japon"
8435,BeeLittle,5.0,"The Ritz-Carlton, Kyoto, Kyoto, Japon"
8436,BeeLittle,3.0,"Hoshino Resorts Aomoriya, Misawa, Japon"
8437,BeeLittle,5.0,"Yusen Shidate, Hanamaki, Japon"
8443,BeeLittle,4.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
8448,andrewtC7769MU,5.0,"Mr.Kinjo Miyako Island, Miyakojima, Japon"
8462,XP-Traveler,5.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
8475,Flyer099,5.0,"Tobira Onsen Myojinkan, Matsumoto, Japon"
8477,Flyer099,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
8562,BurtonBloke,4.0,"ANA InterContinental Tokyo, Akasaka, Japon"
8585,PourPaul,5.0,"Mandarin Oriental, Tokyo, Chuo, Japon"
8603,PourPaul,4.0,"Shinagawa Prince Hotel, Takanawa, Japon"
8608,PourPaul,1.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
8625,cfreedma,5.0,"Hamacho Hotel Tokyo, Chuo, Japon"
8638,cfreedma,4.0,"Keikyu EX Hotel Shinagawa, Takanawa, Japon"
8664,576sandram,4.0,"Mercure Tokyo Ginza, Ginza, Japon"
8679,cjmike2016,4.0,"Sendai Washington Hotel, Sendai, Japon"
8680,cjmike2016,5.0,"Iwanumaya, Sendai, Japon"
8681,cjmike2016,5.0,"Yuya Ruru Saisai, Kanazawa, Japon"
8709,kenchu75009,4.0,"Cross Hotel Sapporo, Sapporo, Japon"
8716,kenchu75009,4.0,"The Strings by InterContinental Tokyo, Minato, Japon"
8717,kenchu75009,4.0,"Midagahara Hotel, Tateyama-machi, Japon"
8730,PeeweeL,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
8733,TSW42,4.0,"Hilton Osaka, Osaka, Japon"
8734,TSW42,4.0,"Daiwa Roynet Hotel Kyoto Ekimae, Kyoto, Japon"
8736,TSW42,5.0,"Chalet Ivy Hirafu, Kutchan-cho, Japon"
8737,TSW42,5.0,"Sekitaitei Ishida, Achi-mura, Japon"
8738,TSW42,4.0,"Conrad Tokyo, Minato, Japon"
8739,TSW42,4.0,"Daiwa Roynet Hotel Nagoya Taikodoriguchi, Nagoya, Japon"
8751,colin_matthew,3.0,"Hilton Tokyo, Nishishinjuku, Japon"
8770,hangie88,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
8776,batutay,5.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
8862,Snow_1080,4.0,"Shinagawa Prince Hotel, Takanawa, Japon"
8878,TheWorldTravelerDUS,4.0,"The Westin Tokyo, Meguro, Japon"
8879,TheWorldTravelerDUS,4.0,"Sheraton Grand Hiroshima Hotel, Hiroshima, Japon"
8880,TheWorldTravelerDUS,4.0,"The St. Regis Osaka, Chuo, Japon"
8917,MB_Rehovot,4.0,"Nikko Senhime Monogatari, Nikko, Japon"
8918,MB_Rehovot,5.0,"Park Hotel Tokyo, Minato, Japon"
8949,Saints_B,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
9044,Marcopolworld,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
9048,mvuy,5.0,"Yufuin Lamp no Yado, Yufu, Japon"
9064,mvuy,5.0,"Tobu Hotel Levant Tokyo, Sumida, Japon"
9137,JapanCustomTours,4.0,"The Celecton Fukushima, Fukushima, Japon"
9138,JapanCustomTours,4.0,"Hotel Metropolitan Edmont Tokyo, Chiyoda, Japon"
9139,JapanCustomTours,4.0,"Yumoto Fujiya Hotel, Hakone-machi, Japon"
9140,JapanCustomTours,4.0,"Richmond Hotel Premier Asakusa International, Asakusa, Japon"
9141,JapanCustomTours,3.0,"Nippon Seinenkan Hotel, Shinjuku, Japon"
9142,JapanCustomTours,3.0,"Best Western Hotel Takayama, Takayama, Japon"
9143,JapanCustomTours,5.0,"Toba Hotel International, Toba, Japon"
9144,JapanCustomTours,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9145,JapanCustomTours,2.0,"The Westin Tokyo, Meguro, Japon"
9152,PourPaul,5.0,"Mandarin Oriental, Tokyo, Chuo, Japon"
9181,livefreeange,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
9182,livefreeange,5.0,"Hotel New Otani Tokyo EXECUTIVE HOUSE ZEN, Chiyoda, Japon"
9202,ginobobo,4.0,"AoAwo Naruto Resort, Naruto, Japon"
9205,wandererc2014,4.0,"Hotel Metropolitan Saitama-Shintoshin, Saitama, Japon"
9206,wandererc2014,4.0,"Sotetsu Grand Fresa Osaka-Namba, Nippombashi, Japon"
9207,wandererc2014,4.0,"Mitsui Garden Hotel Okayama, Okayama, Japon"
9209,wandererc2014,4.0,"Hotel East 21 Tokyo, Koto, Japon"
9210,wandererc2014,2.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9211,wandererc2014,4.0,"ibis Tokyo Shinjuku, Nishishinjuku, Japon"
9212,wandererc2014,4.0,"Osaka Marriott Miyako Hotel, Osaka, Japon"
9225,Yichingchen,4.0,"Hotel JAL City Aomori, Aomori, Japon"
9227,Yichingchen,5.0,"La Vista Hakodate Bay, Hakodaté, Japon"
9228,Yichingchen,4.0,"Sheraton Okinawa Sunmarina Resort, Onna-son, Japon"
9229,Yichingchen,5.0,"Naha Tokyu REI Hotel, Naha, Japon"
9234,CBbear,4.0,"Citadines Central Shinjuku Tokyo, Kabukicho, Japon"
9238,familytrip36,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9294,Siera1408,4.0,"Marunouchi Hotel, Marunouchi, Japon"
9295,Siera1408,4.0,"Millennium Mitsui Garden Hotel Tokyo, Ginza, Japon"
9301,Siera1408,5.0,"Shangri-La Hotel, Tokyo, Marunouchi, Japon"
9302,Siera1408,4.0,"Yumoto Niseko Prince Hotel Hirafutei, Kutchan-cho, Japon"
9306,Siera1408,4.0,"The Freshwater, Kutchan-cho, Japon"
9312,GoTravelLife,5.0,"Conrad Tokyo, Minato, Japon"
9326,pepperchip,4.0,"The Lively Honmachi Osaka, Chuo, Japon"
9334,601stevee,4.0,"Grand Hyatt Tokyo, Roppongi, Japon"
9408,TheCanadianNavigator,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
9446,neimanmarxist,5.0,"The St. Regis Osaka, Chuo, Japon"
9533,tinkikuttih,5.0,"Hotel Associa Takayama Resort, Takayama, Japon"
9534,tinkikuttih,5.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
9561,neilpha,5.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9585,robertnZ7491RY,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
9590,wynsum,5.0,"Jr Hotel Clement Takamatsu, Takamatsu, Japon"
9591,wynsum,5.0,"Washu Blue Resort Kasago, Kurashiki, Japon"
9592,wynsum,5.0,"Hotel Okura Kobe, Kobé, Japon"
9593,wynsum,5.0,"Hanagoyomi, Awaji-shima, Japon"
9594,wynsum,5.0,"La Krasse Angelroad, Shodo-shima, Japon"
9595,wynsum,5.0,"Daiwa Roynet Hotel Himeji, Himeji, Japon"
9616,Mrcrossiant,3.0,"The Royal Park Hotel Iconic Tokyo Shiodome, Minato, Japon"
9617,Mrcrossiant,4.0,"Hotel New Otani Garden Tower, Chiyoda, Japon"
9618,Mrcrossiant,4.0,"Sheraton Okinawa Sunmarina Resort, Onna-son, Japon"
9655,harbourchan,5.0,"Hyatt Regency Naha, Okinawa, Naha, Japon"
9668,GERRYD318,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9671,Globetrotteuz77,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
9735,TheWorldTravelerDUS,4.0,"The Westin Tokyo, Meguro, Japon"
9736,TheWorldTravelerDUS,4.0,"Sheraton Grand Hiroshima Hotel, Hiroshima, Japon"
9737,TheWorldTravelerDUS,4.0,"The St. Regis Osaka, Chuo, Japon"
9764,FenFen,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
9799,rkantor,5.0,"Benesse House, Naoshima, Japon"
9800,rkantor,5.0,"Noku Kyoto, Kyoto, Japon"
9839,LukeUK_12,5.0,"Hotel Sunroute New Sapporo, Sapporo, Japon"
9841,LukeUK_12,5.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
9842,LukeUK_12,4.0,"Asakusa Central Hotel, Asakusa, Japon"
9843,LukeUK_12,5.0,"Nishitetsu Inn Nihombashi, Chuo, Japon"
9876,Vindav,5.0,"ANA InterContinental Tokyo, Akasaka, Japon"
9877,Vindav,5.0,"The Ritz-Carlton, Kyoto, Kyoto, Japon"
9902,IGHotelsReview,5.0,"Hyatt Centric Ginza Tokyo, Ginza, Japon"
9904,IGHotelsReview,5.0,"The Strings by InterContinental Tokyo, Minato, Japon"
9938,baileychow,5.0,"Swissotel Nankai Osaka, Namba, Japon"
9939,baileychow,4.0,"Mercure Tokyo Ginza, Ginza, Japon"
9944,baileychow,4.0,"Dai-ichi Hotel Tokyo, Shimbashi, Japon"
9968,pcoolguy,5.0,"The Westin Tokyo, Meguro, Japon"
9971,DAVE_and_ADRIENNE,5.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
9972,DAVE_and_ADRIENNE,5.0,"Hotel Ichii, Kusatsu-machi, Japon"
9973,DAVE_and_ADRIENNE,4.0,"Hotel Grobal View Niigata, Niigata, Japon"
9974,DAVE_and_ADRIENNE,5.0,"Hotel Metropolitan Akita, Akita, Japon"
9975,DAVE_and_ADRIENNE,4.0,"Shingu Central Hotel, Shingu, Japon"
9976,DAVE_and_ADRIENNE,5.0,"Sheraton Grande Tokyo Bay Hotel, Maihama, Japon"
9981,463fredc,5.0,"RIHGA Royal Hotel Kokura, Kitakyushu, Japon"
9999,akiraoz,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
10045,VickyA985,3.0,"Hotel Monterey Ginza, Ginza, Japon"
10046,VickyA985,3.0,"Laforet Club Hakone Gora Yu no Sumika, Hakone-machi, Japon"
10063,EMcCScotland,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
10064,EMcCScotland,4.0,"Citadines Karasuma-Gojo Kyoto, Kyoto, Japon"
10086,MsWendyG,5.0,"Hilton Tokyo, Nishishinjuku, Japon"
10088,MsWendyG,4.0,"Citadines Karasuma-Gojo Kyoto, Kyoto, Japon"
10089,MsWendyG,3.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
10090,MsWendyG,4.0,"Hotel Century Southern Tower, Yoyogi, Japon"
10116,OlegS828,3.0,"Hotel Crescent Asahikawa, Asahikawa, Japon"
10117,OlegS828,4.0,"Best Western Sapporo Odori Koen, Sapporo, Japon"
10123,OlegS828,5.0,"APA Hotel Keisei Narita Ekimae, Narita, Japon"
10124,OlegS828,5.0,"Mitsui Annex, Yonago, Japon"
10153,Seohyun,4.0,"Park Hotel Tokyo, Minato, Japon"
10202,conscom,4.0,"Mitsui Garden Hotel Ueno, Taito, Japon"
10203,conscom,4.0,"Mitsui Garden Hotel Kashiwa-no-ha, Kashiwa, Japon"
10204,conscom,3.0,"Hotel Dormy Inn Akihabara, Chiyoda, Japon"
10205,conscom,4.0,"Remm Akihabara, Chiyoda, Japon"
10206,conscom,5.0,"HOTEL MYSTAYS PREMIER Narita, Narita, Japon"
10207,conscom,5.0,"Hotel New Otani Tokyo The Main, Chiyoda, Japon"
10217,Annie0608,5.0,"Courtyard by Marriott Shin-Osaka Station, Osaka, Japon"
10219,Annie0608,5.0,"Shinagawa Prince Hotel, Takanawa, Japon"
10230,PadresDiego,5.0,"Park Hotel Tokyo, Minato, Japon"
10274,omsab,5.0,"Mercure Tokyo Ginza, Ginza, Japon"
10275,omsab,4.0,"Holiday Inn Osaka Namba, Chuo, Japon"
10276,papachongo74,4.0,"Hotel Kyoto Eminence, Kyoto, Japon"
10277,papachongo74,4.0,"Dormy Inn Wakkanai, Wakkanai, Japon"
10278,papachongo74,4.0,"Estinate Hotel, Naha, Japon"
10280,papachongo74,3.0,"Toyoko Inn Kofu-eki Minami-guchi No.1, Kofu, Japon"
10281,papachongo74,4.0,"Pension Lavender, Furano, Japon"
10282,papachongo74,4.0,"Hotel Relief Sapporo Susukino, Sapporo, Japon"
10283,papachongo74,3.0,"Sendai Kokusai Hotel, Sendai, Japon"
10284,papachongo74,4.0,"Richmond Hotel Utsunomiya Ekimae, Utsunomiya, Japon"
10285,papachongo74,3.0,"Kurayoshi City Hotel, Kurayoshi, Japon"
10286,papachongo74,4.0,"Hotel Bellmare, Maizuru, Japon"
10287,papachongo74,3.0,"Hotel New Station, Matsumoto, Japon"
10288,papachongo74,1.0,"Hotel Nagano Avenue, Nagano, Japon"
10289,papachongo74,3.0,"Hotel Tetora, Hakodaté, Japon"
10290,papachongo74,3.0,"Super Hotel Yamagataeki Nishiguchi Hot Spring, Yamagata, Japon"
10291,papachongo74,4.0,"Hotel Elcient Kyoto, Kyoto, Japon"
10292,papachongo74,3.0,"Hotel Piazza Biwako, Otsu, Japon"
10305,yrtx4e,4.0,"Osaka Marriott Miyako Hotel, Osaka, Japon"
10306,yrtx4e,4.0,"Nanki-Shirahama Marriott Hotel, Shirahama-cho, Japon"
10395,mnn17,4.0,"ibis Tokyo Shinjuku, Nishishinjuku, Japon"
10396,311louisea,5.0,"Miru Niseko, Kutchan-cho, Japon"
10410,A5738WRfrankb,4.0,"Jinya, Hadano, Japon"
10411,A5738WRfrankb,4.0,"Hilton Tokyo, Nishishinjuku, Japon"
10425,Carrie_travelaround,5.0,"The Strings by InterContinental Tokyo, Minato, Japon"
10449,Pedritocalheiros,4.0,"Sheraton Miyako Hotel Tokyo, Shirokanedai, Japon"
10450,Pedritocalheiros,3.0,"ANA Crowne Plaza Osaka, Osaka, Japon"
10534,akiraoz,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
10583,KJPaperpusher,5.0,"La Vista Hakodate Bay, Hakodaté, Japon"
10584,KJPaperpusher,5.0,"Richmond Hotel Aomori, Aomori, Japon"
10585,KJPaperpusher,4.0,"The Westin Sendai, Sendai, Japon"
10586,KJPaperpusher,4.0,"Hotel Metropolitan Yamagata, Yamagata, Japon"
10587,KJPaperpusher,4.0,"Richmond Hotel Fukushimaekimae, Fukushima, Japon"
10588,KJPaperpusher,5.0,"Shangri-La Hotel, Tokyo, Marunouchi, Japon"
10610,madbirdy,4.0,"Dormy Inn Sendai Annex, Sendai, Japon"
10611,madbirdy,4.0,"Yuzukushi Salon ICHINOBO, Sendai, Japon"
10612,madbirdy,3.0,"Toyoko Inn Aomori-eki Shomen-guchi, Aomori, Japon"
10613,madbirdy,4.0,"APA Hotel Honhachinohe, Hachinohe, Japon"
10614,madbirdy,5.0,"Ogaonsen Yuinoyado Bettei Tsubaki, Oga, Japon"
10615,madbirdy,5.0,"Hotel Dormy Inn Akita, Akita, Japon"
10630,FoodieMookie,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
10691,Kilen518,4.0,"Hotel Monterey Grasmere Osaka, Osaka, Japon"
10694,abellic,4.0,"Pullman Tokyo Tamachi, Minato, Japon"
10710,abellic,4.0,"Imperial Hotel Tokyo, Chiyoda, Japon"
10735,kspace,4.0,"Seaside Hotel Taimaru Kaigetsu, Naruto, Japon"
10736,kspace,5.0,"Candeo Hotels Hiroshima Hatchobori, Hiroshima, Japon"
10737,kspace,4.0,"Daiwa Roynet Hotel Matsuyama, Matsuyama, Japon"
10738,kspace,4.0,"Hotel Nikko Kansai Airport, Izumisano, Japon"
10805,wow77,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
10807,wow77,3.0,"City Plaza Osaka, Chuo, Japon"
10808,wow77,4.0,"Mercure Sapporo, Sapporo, Japon"
10809,wow77,4.0,"Dormy Inn Premium Otaru, Otaru, Japon"
10810,wow77,5.0,"The Lake View Toya Nonokaze Resort, Toyako-cho, Japon"
10814,PhGP,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
10884,shlomit100,4.0,"Hotel Associa Shin-Yokohama, Yokohama, Japon"
10885,shlomit100,3.0,"Fairfield By Marriott Gifu Seiryu Satoyama Park, Minokamo, Japon"
10886,shlomit100,5.0,"Natural Hot Springs Toyama Tsurugi no Yu Onyado Nono, Toyama, Japon"
10913,WorldRaycationer,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
10915,mdm1972,4.0,"Oiso Prince Hotel, Oiso-machi, Japon"
10922,JoshChui,4.0,"AB Hotel Kyoto Shijo Horikawa, Kyoto, Japon"
11030,489olam,4.0,"Hyatt Regency Tokyo, Nishishinjuku, Japon"
11031,489olam,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
11032,489olam,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
11033,489olam,4.0,"The Westin Rusutsu Resort, Rusutsu-mura, Japon"
11040,AndyHayler,5.0,"Grand Hyatt Tokyo, Roppongi, Japon"
11097,Davies72,4.0,"The Tokyo Station Hotel, Marunouchi, Japon"
11098,Davies72,4.0,"Hotel Sunroute Plaza Shinjuku, Yoyogi, Japon"
11099,Davies72,4.0,"Hotel Nikko Kanazawa, Kanazawa, Japon"
11100,Davies72,4.0,"Hotel Granvia Kyoto, Kyoto, Japon"
11107,ChristopheBX,5.0,"Onomichi U2, Onomichi, Japon"
11108,ChristopheBX,3.0,"Hakata Green Hotel No.1, Hakata, Japon"
11109,ChristopheBX,3.0,"Yakushima Green Hotel, Yakushima-cho, Japon"
11110,ChristopheBX,4.0,"Kagoshima Sun Royal Hotel, Kagoshima, Japon"
11111,ChristopheBX,4.0,"Hotel Sky Tower Miyazaki Ekimae, Miyazaki, Japon"
11112,ChristopheBX,5.0,"JR Kyushu Hotel Blossom Hakata Chuo, Hakataekimae, Japon"
11134,Always5Star,5.0,"Park Hyatt Tokyo, Nishishinjuku, Japon"
11168,taketomono,5.0,"Century Marina Hakodate, Hakodaté, Japon"
